Failed with 404
         458229 function calls (433994 primitive calls) in 1.165 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       14    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
        1    0.000    0.000    0.007    0.007 cookiejar.py:1(<module>)
      262    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
       33    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
        2    0.000    0.000    0.001    0.001 client.py:231(_parse_header_lines)
       45    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
        1    0.000    0.000    0.092    0.092 ssl.py:1312(do_handshake)
       47    0.000    0.000    0.000    0.000 ipaddress.py:1755(_parse_hextet)
        6    0.000    0.000    0.000    0.000 typing.py:1074(_generic_class_getitem)
        2    0.000    0.000    0.679    0.340 client.py:1384(getresponse)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        3    0.000    0.000    0.000    0.000 url.py:367(parse_url)
       63    0.000    0.000    0.000    0.000 typing.py:317(_deduplicate)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
       19    0.000    0.000    0.000    0.000 typing.py:2505(overload)
       10    0.000    0.000    0.000    0.000 structures.py:40(__init__)
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x7ad1fd003740}
        1    0.000    0.000    0.000    0.000 element.py:346(PageElement)
        2    0.000    0.000    0.001    0.001 core.py:1(<module>)
       12    0.000    0.000    0.000    0.000 queue.py:122(put)
        1    0.000    0.000    0.001    0.001 shutil.py:1(<module>)
        1    0.000    0.000    0.001    0.001 poolmanager.py:1(<module>)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
       24    0.000    0.000    0.000    0.000 <frozen os>:709(__getitem__)
      325    0.000    0.000    0.000    0.000 css_parser.py:312(get_name)
        1    0.000    0.000    0.001    0.001 _common.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _typing.py:1(<module>)
      134    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       47    0.000    0.000    0.000    0.000 utils.py:52(_has_surrogates)
        2    0.000    0.000    0.000    0.000 client.py:1136(putrequest)
        2    0.000    0.000    0.000    0.000 socket.py:304(makefile)
        7    0.000    0.000    0.000    0.000 enum.py:513(__prepare__)
       12    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       67    0.000    0.000    0.000    0.000 typing_extensions.py:3108(_is_unpacked_typevartuple)
        2    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
       73    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
       55    0.000    0.000    0.000    0.000 __init__.py:255(escape)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
        4    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
        3    0.000    0.000    0.000    0.000 utils.py:755(should_bypass_proxies)
        1    0.000    0.000    0.003    0.003 cd.py:1(<module>)
       13    0.000    0.000    0.000    0.000 queue.py:154(get)
       11    0.000    0.000    0.678    0.062 ssl.py:1094(read)
        1    0.000    0.000    0.013    0.013 compat.py:1(<module>)
        2    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
        2    0.000    0.000    0.002    0.001 abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        7    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
        1    0.000    0.000    0.187    0.187 connection.py:27(create_connection)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        1    0.000    0.000    0.001    0.001 ssl_.py:225(create_urllib3_context)
       10    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        1    0.000    0.000    0.000    0.000 element.py:1577(Tag)
        7    0.000    0.000    0.000    0.000 typing.py:1994(__init_subclass__)
        2    0.000    0.000    0.000    0.000 feedparser.py:100(push)
       19    0.000    0.000    0.001    0.000 {method 'join' of 'bytes' objects}
        1    0.000    0.000    0.026    0.026 css_parser.py:428(CSSParser)
       44    0.000    0.000    0.000    0.000 enum.py:1394(_iter_member_by_value_)
        1    0.000    0.000    0.000    0.000 dammit.py:98(EntitySubstitution)
       20    0.000    0.000    0.000    0.000 parse.py:164(hostname)
       32    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
        1    0.000    0.000    0.187    0.187 connection.py:192(_new_conn)
      105    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.001    0.001 <frozen ntpath>:1(<module>)
       16    0.000    0.000    0.011    0.001 css_parser.py:1149(process_selectors)
       99    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       26    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        2    0.000    0.000    0.012    0.006 api.py:1(<module>)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
      166    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
        1    0.000    0.000    0.000    0.000 response.py:941(read)
        7    0.000    0.000    0.000    0.000 typing.py:1560(__getitem_inner__)
        4    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
       10    0.000    0.000    0.000    0.000 connection.py:404(putheader)
       37    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        2    0.000    0.000    0.000    0.000 utils.py:207(get_netrc_auth)
        1    0.000    0.000    0.043    0.043 formatter.py:1(<module>)
        4    0.000    0.000    0.000    0.000 response.py:1069(stream)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
       33    0.000    0.000    0.000    0.000 message.py:511(set_raw)
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
       26    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        1    0.000    0.000    0.008    0.008 sessions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 structures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:2393(_signature_from_function)
       16    0.000    0.000    0.025    0.002 css_parser.py:306(__init__)
      7/1    0.000    0.000    0.000    0.000 functools.py:685(_c3_mro)
        1    0.000    0.000    0.000    0.000 connectionpool.py:175(__init__)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1356(add_cookie_header)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
        2    0.000    0.000    0.001    0.001 parser.py:56(parsestr)
       53    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
        1    0.000    0.000    0.001    0.001 sessions.py:457(prepare_request)
       22    0.000    0.000    0.000    0.000 parse.py:205(_hostinfo)
        9    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2332(_IPv6Constants)
        2    0.000    0.000    0.000    0.000 response.py:889(_raw_read)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
      160    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1573(<genexpr>)
        2    0.000    0.000    0.000    0.000 message.py:483(items)
        1    0.000    0.000    0.004    0.004 css_match.py:1(<module>)
        8    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
       80    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
      119    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       25    0.000    0.000    0.000    0.000 <frozen _collections_abc>:892(__iter__)
        4    0.000    0.000    0.000    0.000 functools.py:850(register)
      193    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        3    0.000    0.000    0.000    0.000 typing.py:1749(_get_protocol_attrs)
        2    0.000    0.000    0.000    0.000 feedparser.py:182(close)
      114    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
       63    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.089    0.089 socket.py:959(getaddrinfo)
      107    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 connectionpool.py:120(HTTPConnectionPool)
       32    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
      295    0.000    0.000    0.000    0.000 enum.py:1185(__init__)
        4    0.000    0.000    0.000    0.000 <frozen posixpath>:256(expanduser)
        1    0.000    0.000    0.016    0.016 _request_methods.py:1(<module>)
      126    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        6    0.000    0.000    0.000    0.000 typing.py:1575(__getitem__)
        2    0.000    0.000    0.000    0.000 ssl.py:1199(sendall)
      126    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        4    0.000    0.000    0.000    0.000 typing.py:1221(__instancecheck__)
       14    0.000    0.000    0.000    0.000 enum.py:967(_get_mixins_)
        8    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
        1    0.000    0.000    0.001    0.001 hashlib.py:1(<module>)
        7    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
      166    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
      135    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.000    0.000 mimetypes.py:402(_default_mime_types)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:447(__setattr__)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 typing.py:2214(get_type_hints)
        5    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        1    0.000    0.000    0.002    0.002 css_types.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dammit.py:485(EncodingDetector)
        9    0.000    0.000    0.000    0.000 __init__.py:2149(getLogger)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        5    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
        4    0.000    0.000    0.000    0.000 typing.py:1492(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
    68/37    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
      126    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        1    0.000    0.000    0.965    0.965 sessions.py:500(request)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
        1    0.000    0.000    0.013    0.013 css_parser.py:326(__init__)
        1    0.000    0.000    0.000    0.000 ssltransport.py:22(SSLTransport)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1569(_IPv4Constants)
       10    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        2    0.000    0.000    0.000    0.000 response.py:1202(read_chunked)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        7    0.000    0.000    0.000    0.000 contextlib.py:299(helper)
      114    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       44    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
       32    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        7    0.000    0.000    0.000    0.000 functools.py:658(_c3_merge)
      105    0.000    0.000    0.000    0.000 enum.py:1292(value)
      126    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
       39    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
      126    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        2    0.000    0.000    0.012    0.006 parser.py:1(<module>)
      166    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
       59    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        4    0.000    0.000    0.000    0.000 typing_extensions.py:519(_get_protocol_attrs)
        3    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
        8    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        1    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
       24    0.000    0.000    0.000    0.000 <frozen os>:791(encode)
        7    0.000    0.000    0.000    0.000 typing.py:1850(__new__)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:288(__subclasshook__)
      126    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        1    0.000    0.000    0.001    0.001 queue.py:1(<module>)
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
        2    0.000    0.000    0.001    0.000 feedparser.py:171(feed)
        1    0.000    0.000    0.019    0.019 _base_connection.py:1(<module>)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
        1    0.000    0.000    0.000    0.000 models.py:409(prepare_url)
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
        2    0.000    0.000    0.000    0.000 adapters.py:202(__init__)
       10    0.000    0.000    0.000    0.000 _functools.py:75(wrapper)
        2    0.000    0.000    0.000    0.000 utils.py:529(get_encoding_from_headers)
        1    0.000    0.000    0.000    0.000 pathlib.py:291(PurePath)
        2    0.000    0.000    0.000    0.000 message.py:243(get_payload)
        1    0.000    0.000    0.001    0.001 message.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:382(copy)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
       11    0.000    0.000    0.000    0.000 typing.py:1442(__mro_entries__)
        2    0.000    0.000    0.000    0.000 client.py:261(__init__)
       10    0.000    0.000    0.000    0.000 cookiejar.py:1227(deepvalues)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.002    0.002 header.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
       20    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
        7    0.000    0.000    0.000    0.000 enum.py:383(__init__)
        3    0.000    0.000    0.000    0.000 idna.py:155(encode)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1885(_split_scope_id)
      130    0.000    0.000    0.000    0.000 enum.py:942(<lambda>)
        7    0.000    0.000    0.000    0.000 contextlib.py:104(__init__)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
        7    0.000    0.000    0.000    0.000 typing.py:1542(copy_with)
        7    0.000    0.000    0.000    0.000 typing.py:1546(__getitem__)
       13    0.000    0.000    0.000    0.000 threading.py:124(RLock)
        1    0.000    0.000    0.000    0.000 models.py:351(prepare)
        2    0.000    0.000    0.000    0.000 functools.py:798(singledispatch)
        2    0.000    0.000    0.001    0.001 client.py:245(parse_headers)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
       45    0.000    0.000    0.000    0.000 typing.py:971(__hash__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1611(_BaseV6)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:709(__init_subclass__)
        1    0.000    0.000    0.001    0.001 filepost.py:1(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
        1    0.000    0.000    0.000    0.000 css_parser.py:681(parse_pseudo_nth)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
       16    0.000    0.000    0.000    0.000 css_parser.py:459(__init__)
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
       30    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 adapters.py:446(get_connection_with_tls_context)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
        1    0.000    0.000    0.003    0.003 _htmlparser.py:1(<module>)
        2    0.000    0.000    0.001    0.000 _adapters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 charset.py:1(<module>)
       11    0.000    0.000    0.000    0.000 {method '_checkReadable' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
       16    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
        3    0.000    0.000    0.001    0.000 models.py:890(content)
        1    0.000    0.000    0.000    0.000 inspect.py:2497(_signature_from_callable)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
       25    0.000    0.000    0.000    0.000 typing.py:494(__repr__)
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
        3    0.000    0.000    0.000    0.000 retry.py:202(__init__)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:585(__new__)
        6    0.000    0.000    0.000    0.000 message.py:620(get_content_maintype)
        7    0.000    0.000    0.000    0.000 utils.py:335(to_key_val_list)
       35    0.000    0.000    0.000    0.000 _collections.py:289(__iter__)
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
        7    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1044(_new_conn)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        6    0.000    0.000    0.000    0.000 parse.py:845(__getattr__)
       26    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.965    0.965 api.py:14(request)
        1    0.000    0.000    0.000    0.000 sessions.py:390(__init__)
        1    0.000    0.000    0.009    0.009 feedparser.py:1(<module>)
        1    0.000    0.000    0.092    0.092 ssl.py:449(wrap_socket)
        1    0.000    0.000    0.008    0.008 _policybase.py:1(<module>)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        1    0.000    0.000    0.000    0.000 client.py:865(__init__)
      112    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
       31    0.000    0.000    0.000    0.000 typing_extensions.py:3048(_check_generic)
        2    0.000    0.000    0.280    0.140 connectionpool.py:1085(_validate_conn)
        3    0.000    0.000    0.000    0.000 sessions.py:107(get_redirect_target)
        2    0.000    0.000    0.000    0.000 poolmanager.py:321(connection_from_context)
        4    0.000    0.000    0.000    0.000 models.py:816(generate)
        1    0.000    0.000    0.000    0.000 {method '_set_alpn_protocols' of '_ssl._SSLContext' objects}
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        2    0.000    0.000    0.001    0.000 readers.py:1(<module>)
       30    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        7    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
        1    0.000    0.000    0.000    0.000 ssl.py:943(SSLSocket)
        3    0.000    0.000    0.000    0.000 __init__.py:1517(debug)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        3    0.000    0.000    0.000    0.000 typing.py:381(decorator)
        2    0.000    0.000    0.000    0.000 client.py:1082(_send_output)
        6    0.000    0.000    0.000    0.000 typing.py:1193(__mro_entries__)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        1    0.000    0.000    0.000    0.000 client.py:817(HTTPConnection)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        2    0.000    0.000    0.000    0.000 client.py:1027(send)
        2    0.000    0.000    0.000    0.000 models.py:334(__init__)
       26    0.000    0.000    0.000    0.000 threading.py:299(__enter__)
      9/7    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1287(create_module)
        7    0.000    0.000    0.000    0.000 timeout.py:109(__init__)
        1    0.000    0.000    0.000    0.000 csv.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:569(HTTPResponse)
        3    0.000    0.000    0.000    0.000 _collections.py:82(__init__)
        4    0.000    0.000    0.000    0.000 message.py:150(__init__)
        2    0.000    0.000    0.000    0.000 connection.py:384(putrequest)
        2    0.000    0.000    0.000    0.000 socket.py:783(close)
        1    0.000    0.000    0.000    0.000 connection.py:82(HTTPConnection)
       14    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(__contains__)
       50    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
       47    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
        1    0.000    0.000    0.000    0.000 cookies.py:236(Morsel)
       35    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
       10    0.000    0.000    0.000    0.000 connection.py:453(<genexpr>)
       25    0.000    0.000    0.000    0.000 threading.py:394(notify)
        2    0.000    0.000    0.000    0.000 retry.py:387(is_retry)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7ad1fd0af740}
        1    0.000    0.000    0.000    0.000 response.py:326(BaseHTTPResponse)
        4    0.000    0.000    0.000    0.000 utils.py:828(select_proxy)
        7    0.000    0.000    0.000    0.000 contextlib.py:132(__enter__)
        2    0.000    0.000    0.000    0.000 cookies.py:140(get_cookie_header)
        2    0.000    0.000    0.000    0.000 ssl.py:669(verify_mode)
       21    0.000    0.000    0.000    0.000 typing.py:295(_check_generic)
        2    0.000    0.000    0.000    0.000 socket.py:694(__init__)
        1    0.000    0.000    0.000    0.000 cookies.py:428(copy)
        2    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
        7    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:826(Path)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:365(Distribution)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
       18    0.000    0.000    0.000    0.000 enum.py:1411(<lambda>)
        2    0.000    0.000    0.000    0.000 response.py:270(__init__)
       26    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        9    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1295(exec_module)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1280(IPv4Address)
       37    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
       26    0.000    0.000    0.000    0.000 threading.py:302(__exit__)
        2    0.000    0.000    0.000    0.000 response.py:832(_fp_read)
       25    0.000    0.000    0.000    0.000 queue.py:248(_qsize)
        2    0.000    0.000    0.000    0.000 request.py:199(body_to_chunks)
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        1    0.000    0.000    0.052    0.052 css.py:1(<module>)
        1    0.000    0.000    0.000    0.000 status_codes.py:1(<module>)
        2    0.000    0.000    0.000    0.000 adapters.py:90(_urllib3_request_context)
        2    0.000    0.000    0.000    0.000 feedparser.py:195(_new_message)
       10    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        1    0.000    0.000    0.001    0.001 fields.py:1(<module>)
       13    0.000    0.000    0.000    0.000 socket.py:745(readable)
        1    0.000    0.000    0.000    0.000 threading.py:1441(__init__)
        1    0.000    0.000    0.000    0.000 client.py:252(HTTPResponse)
       20    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
        2    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        4    0.000    0.000    0.000    0.000 functools.py:963(__init__)
       25    0.000    0.000    0.000    0.000 threading.py:314(_is_owned)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1914(IPv6Address)
        4    0.000    0.000    0.000    0.000 typing.py:1466(__init__)
        3    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
        1    0.000    0.000    0.000    0.000 weakref.py:568(__init__)
        1    0.000    0.000    0.002    0.002 pretty.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:34(__init__)
        1    0.000    0.000    0.000    0.000 _html5lib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _meta.py:8(PackageMetadata)
        1    0.000    0.000    0.000    0.000 models.py:483(prepare_headers)
        5    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
        3    0.000    0.000    0.000    0.000 structures.py:76(copy)
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
       26    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 threading.py:873(Thread)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1139(_BaseV4)
        2    0.000    0.000    0.000    0.000 feedparser.py:69(close)
        1    0.000    0.000    0.000    0.000 _adapters.py:19(Message)
        2    0.000    0.000    0.000    0.000 poolmanager.py:346(connection_from_pool_key)
        4    0.000    0.000    0.000    0.000 threading.py:277(__init__)
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
        4    0.000    0.000    0.000    0.000 response.py:429(retries)
       75    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        2    0.000    0.000    0.000    0.000 functools.py:816(dispatch)
        1    0.000    0.000    0.001    0.001 core.py:21(where)
        7    0.000    0.000    0.000    0.000 typing.py:1869(__init__)
       30    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        4    0.000    0.000    0.000    0.000 warnings.py:184(_add_filter)
        2    0.000    0.000    0.000    0.000 utils.py:650(requote_uri)
        4    0.000    0.000    0.000    0.000 feedparser.py:121(pushlines)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1170(_close_pool_connections)
       18    0.000    0.000    0.000    0.000 util.py:19(to_str)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.965    0.965 api.py:62(get)
        2    0.000    0.000    0.000    0.000 parse.py:525(urlunparse)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:438(_is_dunder)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:601(__init__)
        2    0.000    0.000    0.000    0.000 _collections.py:141(clear)
        1    0.000    0.000    0.000    0.000 tempfile.py:824(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 _meta.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:374(StackSummary)
        1    0.000    0.000    0.000    0.000 errors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:189(Path)
        1    0.000    0.000    0.000    0.000 __init__.py:60(Sectioned)
       15    0.000    0.000    0.000    0.000 __init__.py:208(_checkLevel)
        1    0.000    0.000    0.000    0.000 sessions.py:750(merge_environment_settings)
        3    0.000    0.000    0.000    0.000 pathlib.py:357(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:615(__init__)
        1    0.000    0.000    0.000    0.000 models.py:13(CharsetMatch)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:728(runtime_checkable)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:997(exec_module)
        2    0.000    0.000    0.000    0.000 pathlib.py:407(_load_parts)
        1    0.000    0.000    0.000    0.000 connection.py:114(_has_ipv6)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl_.py:484(is_ipaddress)
       43    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
