Request: https://finance.yahoo.com/quote/MSFT/financials
Error: Failed with: 301
         461229 function calls (437349 primitive calls) in 0.748 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      141    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       24    0.000    0.000    0.000    0.000 dataclasses.py:250(_recursive_repr)
       45    0.000    0.000    0.000    0.000 typing.py:2505(overload)
        1    0.000    0.000    0.104    0.104 socket.py:823(create_connection)
       29    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1685(path_hook_for_FileFinder)
      194    0.000    0.000    0.000    0.000 enum.py:467(<genexpr>)
       87    0.000    0.000    0.000    0.000 __init__.py:255(escape)
      484    0.000    0.000    0.000    0.000 css_types.py:73(__hash__)
       56    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
        2    0.000    0.000    0.032    0.016 _synchronization.py:1(<module>)
        2    0.000    0.000    0.003    0.002 _streams.py:1(<module>)
       50    0.000    0.000    0.001    0.000 typing.py:892(__init__)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
      140    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       21    0.000    0.000    0.000    0.000 ipaddress.py:1502(__init__)
        9    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
       38    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        1    0.000    0.000    0.527    0.527 default.py:230(handle_request)
      179    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
        1    0.000    0.000    0.000    0.000 _connection.py:167(__init__)
        9    0.000    0.000    0.000    0.000 _connection.py:320(_get_io_object)
        1    0.000    0.000    0.001    0.001 unix_events.py:1(<module>)
        9    0.000    0.000    0.000    0.000 _state.py:316(_fire_state_triggered_transitions)
        1    0.000    0.000    0.000    0.000 _eventloop.py:56(AsyncBackend)
      182    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 dammit.py:734(UnicodeDammit)
       57    0.000    0.000    0.000    0.000 dataclasses.py:404(field)
      311    0.000    0.000    0.000    0.000 enum.py:241(__set_name__)
        9    0.000    0.000    0.000    0.000 _readers.py:127(__call__)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
      190    0.000    0.000    0.000    0.000 dammit.py:197(<genexpr>)
        1    0.000    0.000    0.001    0.001 pathlib.py:1(<module>)
       11    0.000    0.000    0.000    0.000 __init__.py:1377(getLogger)
       28    0.000    0.000    0.000    0.000 contextlib.py:132(__enter__)
        1    0.000    0.000    0.000    0.000 parse.py:374(urlparse)
        1    0.000    0.000    0.001    0.001 __init__.py:133(BeautifulSoup)
        1    0.000    0.000    0.000    0.000 _client.py:156(close)
       13    0.000    0.000    0.002    0.000 dataclasses.py:638(_frozen_get_del_attr)
        1    0.000    0.000    0.002    0.002 parse.py:1(<module>)
       22    0.000    0.000    0.000    0.000 inspect.py:2739(__init__)
       15    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      227    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:782(SSLObject)
       15    0.000    0.000    0.000    0.000 inspect.py:3025(__init__)
       30    0.000    0.000    0.000    0.000 enum.py:967(_get_mixins_)
        1    0.000    0.000    0.000    0.000 element.py:346(PageElement)
        1    0.000    0.000    0.586    0.586 financial_enhanced.py:8(fetch_data_httpx)
        1    0.000    0.000    0.007    0.007 base_events.py:1(<module>)
       13    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.002    0.002 _models.py:1249(__init__)
       15    0.000    0.000    0.000    0.000 typing.py:1560(__getitem_inner__)
        1    0.000    0.000    0.002    0.002 memory.py:1(<module>)
    53/52    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.004    0.004 cookiejar.py:1(<module>)
        9    0.000    0.000    0.000    0.000 _state.py:275(process_event)
       86    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
        2    0.000    0.000    0.042    0.021 connection.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _connection.py:342(_respond_to_state_changes)
       10    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.527    0.527 connection_pool.py:199(handle_request)
        1    0.000    0.000    0.000    0.000 _events.py:82(__init__)
        8    0.000    0.000    0.000    0.000 _urlparse.py:497(quote)
        2    0.000    0.000    0.000    0.000 subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _client.py:475(_build_redirect_request)
       98    0.000    0.000    0.000    0.000 {built-in method sys.intern}
      240    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
       70    0.000    0.000    0.000    0.000 {method 'lower' of 'bytes' objects}
       90    0.000    0.000    0.000    0.000 typing_extensions.py:3048(_check_generic)
      428    0.000    0.000    0.000    0.000 enum.py:1185(__init__)
        8    0.000    0.000    0.000    0.000 typing.py:1994(__init_subclass__)
        5    0.000    0.000    0.001    0.000 http11.py:196(_receive_response_body)
       56    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
       24    0.000    0.000    0.009    0.000 dataclasses.py:1264(wrap)
       11    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        2    0.000    0.000    0.000    0.000 http_proxy.py:1(<module>)
        1    0.000    0.000    0.001    0.001 request.py:315(__init__)
        3    0.000    0.000    0.001    0.000 _exceptions.py:1(<module>)
        2    0.000    0.000    0.010    0.005 http11.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _readers.py:1(<module>)
        7    0.000    0.000    0.000    0.000 inspect.py:3293(__str__)
       14    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
        1    0.000    0.000    0.001    0.001 tasks.py:1(<module>)
        1    0.000    0.000    0.748    0.748 financial_enhanced.py:1(<module>)
       15    0.000    0.000    0.000    0.000 enum.py:383(__init__)
        2    0.000    0.000    0.098    0.049 _api.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _headers.py:209(get_comma_header)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 http11.py:140(_send_request_headers)
        2    0.000    0.000    0.002    0.001 _eventloop.py:1(<module>)
       42    0.000    0.000    0.000    0.000 functools.py:477(lru_cache)
        1    0.000    0.000    0.001    0.001 from_thread.py:1(<module>)
       35    0.000    0.000    0.000    0.000 dataclasses.py:437(_tuple_str)
        2    0.000    0.000    0.000    0.000 socket.py:221(__init__)
        1    0.000    0.000    0.000    0.000 element.py:1577(Tag)
      106    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        2    0.000    0.000    0.003    0.001 core.py:1(<module>)
       45    0.000    0.000    0.000    0.000 dataclasses.py:489(_field_init)
       77    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
        1    0.000    0.000    0.005    0.005 _events.py:1(<module>)
      269    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
      325    0.000    0.000    0.000    0.000 css_parser.py:312(get_name)
        1    0.000    0.000    0.000    0.000 _events.py:137(__init__)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
       15    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
       16    0.000    0.000    0.000    0.000 _readers.py:43(_obsolete_line_fold)
      232    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1573(<genexpr>)
        1    0.000    0.000    0.000    0.000 connection_pool.py:409(close)
      240    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1631(_make_netmask)
        1    0.000    0.000    0.005    0.005 _content.py:1(<module>)
       47    0.000    0.000    0.000    0.000 ipaddress.py:1755(_parse_hextet)
        1    0.000    0.000    0.001    0.001 _status_codes.py:8(codes)
        5    0.000    0.000    0.000    0.000 typing.py:753(Literal)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
       16    0.000    0.000    0.011    0.001 css_parser.py:1149(process_selectors)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1680(extract_cookies)
        2    0.000    0.000    0.000    0.000 connection_pool.py:270(_assign_requests_to_connections)
        5    0.000    0.000    0.001    0.000 http11.py:330(__iter__)
        1    0.000    0.000    0.000    0.000 _decoders.py:1(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
       11    0.000    0.000    0.000    0.000 __init__.py:2149(getLogger)
        5    0.000    0.000    0.205    0.041 ssl.py:1225(recv)
      7/1    0.000    0.000    0.000    0.000 functools.py:685(_c3_mro)
        5    0.000    0.000    0.205    0.041 ssl.py:1094(read)
        2    0.000    0.000    0.000    0.000 _models.py:383(__init__)
       15    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
        1    0.000    0.000    0.026    0.026 css_parser.py:428(CSSParser)
        1    0.000    0.000    0.003    0.003 tempfile.py:1(<module>)
        5    0.000    0.000    0.000    0.000 _urls.py:77(__init__)
        1    0.000    0.000    0.000    0.000 _client.py:189(__init__)
        5    0.000    0.000    0.000    0.000 _connection.py:364(receive_data)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _config.py:23(create_ssl_context)
      240    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
       83    0.000    0.000    0.000    0.000 typing.py:1584(<genexpr>)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:447(__setattr__)
        1    0.000    0.000    0.001    0.001 <frozen ntpath>:1(<module>)
        1    0.000    0.000    0.000    0.000 http11.py:47(__init__)
        1    0.000    0.000    0.003    0.003 _typing.py:1(<module>)
       19    0.000    0.000    0.000    0.000 typing.py:1546(__getitem__)
        1    0.000    0.000    0.054    0.054 default.py:136(__init__)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
        1    0.000    0.000    0.000    0.000 default.py:1(<module>)
        1    0.000    0.000    0.008    0.008 _connection.py:1(<module>)
        5    0.000    0.000    0.000    0.000 _events.py:299(__init__)
        2    0.000    0.000    0.000    0.000 typing.py:1749(_get_protocol_attrs)
      171    0.000    0.000    0.000    0.000 enum.py:942(<lambda>)
        2    0.000    0.000    0.000    0.000 message.py:529(get_all)
      126    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        1    0.000    0.000    0.000    0.000 base_events.py:409(BaseEventLoop)
        3    0.000    0.000    0.001    0.000 typing.py:2790(_make_nmtuple)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _decoders.py:260(flush)
        3    0.000    0.000    0.000    0.000 _models.py:202(keys)
        1    0.000    0.000    0.000    0.000 _fileio.py:218(Path)
        1    0.000    0.000    0.043    0.043 formatter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:2505(getproxies_environment)
        1    0.000    0.000    0.002    0.002 _models.py:1101(extract_cookies)
        1    0.000    0.000    0.002    0.002 hashlib.py:1(<module>)
       98    0.000    0.000    0.000    0.000 dataclasses.py:683(_is_classvar)
        1    0.000    0.000    0.001    0.001 _state.py:1(<module>)
        7    0.000    0.000    0.000    0.000 inspect.py:2120(_signature_bound_method)
        1    0.000    0.000    0.001    0.001 stapled.py:1(<module>)
        1    0.000    0.000    0.215    0.215 ssl.py:449(wrap_socket)
        1    0.000    0.000    0.529    0.529 _client.py:964(_send_handling_redirects)
        1    0.000    0.000    0.215    0.215 ssl.py:1312(do_handshake)
        2    0.000    0.000    0.000    0.000 _tasks.py:1(<module>)
       16    0.000    0.000    0.025    0.002 css_parser.py:306(__init__)
        1    0.000    0.000    0.010    0.010 _fileio.py:1(<module>)
        1    0.000    0.000    0.001    0.001 tls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        2    0.000    0.000    0.000    0.000 connection_pool.py:1(<module>)
        5    0.000    0.000    0.001    0.000 {method 'join' of 'bytes' objects}
        1    0.000    0.000    0.003    0.003 api.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _utils.py:8(is_socket_readable)
        1    0.000    0.000    0.003    0.003 cd.py:1(<module>)
        8    0.000    0.000    0.000    0.000 typing.py:1850(__new__)
        1    0.000    0.000    0.004    0.004 css_match.py:1(<module>)
       26    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 client.py:252(HTTPResponse)
       18    0.000    0.000    0.000    0.000 inspect.py:1828(_shadowed_dict)
       95    0.000    0.000    0.000    0.000 {method 'isprintable' of 'str' objects}
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
       76    0.000    0.000    0.000    0.000 typing.py:1088(<genexpr>)
        1    0.000    0.000    0.048    0.048 _auth.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        8    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
        1    0.000    0.000    0.000    0.000 _client.py:517(_redirect_url)
       18    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytearray' objects}
        1    0.000    0.000    0.002    0.002 header.py:1(<module>)
      105    0.000    0.000    0.000    0.000 enum.py:1292(value)
        1    0.000    0.000    0.000    0.000 mimetypes.py:402(_default_mime_types)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
       95    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
        1    0.000    0.000    0.001    0.001 _headers.py:1(<module>)
       20    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 _tempfile.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _connection.py:544(send_with_data_passthrough)
        1    0.000    0.000    0.001    0.001 lowlevel.py:1(<module>)
    51/21    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 http11.py:238(_response_closed)
       38    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       96    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 dammit.py:98(EntitySubstitution)
      126    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        7    0.000    0.000    0.000    0.000 functools.py:658(_c3_merge)
       15    0.000    0.000    0.000    0.000 typing.py:1542(copy_with)
        1    0.000    0.000    0.005    0.005 ssl.py:682(create_default_context)
        1    0.000    0.000    0.206    0.206 http11.py:170(_receive_response_headers)
      126    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        1    0.000    0.000    0.001    0.001 request.py:339(full_url)
        2    0.000    0.000    0.015    0.007 parser.py:1(<module>)
       15    0.000    0.000    0.000    0.000 inspect.py:754(unwrap)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2332(_IPv6Constants)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
       10    0.000    0.000    0.000    0.000 typing.py:1492(__subclasscheck__)
        8    0.000    0.000    0.000    0.000 typing.py:1193(__mro_entries__)
       17    0.000    0.000    0.000    0.000 inspect.py:1463(formatannotation)
       14    0.000    0.000    0.000    0.000 inspect.py:1802(_check_class)
       21    0.000    0.000    0.000    0.000 inspect.py:2026(_signature_get_user_defined_method)
      126    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        4    0.000    0.000    0.000    0.000 functools.py:850(register)
        1    0.000    0.000    0.000    0.000 _connection.py:151(Connection)
        1    0.000    0.000    0.000    0.000 _models.py:699(_get_content_decoder)
        1    0.000    0.000    0.000    0.000 ssl.py:943(SSLSocket)
       89    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 cookiejar.py:1599(make_cookies)
        2    0.000    0.000    0.000    0.000 idna.py:155(encode)
      126    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _subprocesses.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:519(_get_protocol_attrs)
      126    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        1    0.000    0.000    0.000    0.000 _models.py:252(get_list)
       23    0.000    0.000    0.000    0.000 enum.py:1394(_iter_member_by_value_)
        1    0.000    0.000    0.529    0.529 _client.py:930(_send_handling_auth)
        1    0.000    0.000    0.002    0.002 css_types.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _models.py:515(Response)
        1    0.000    0.000    0.000    0.000 threading.py:532(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 dammit.py:485(EncodingDetector)
        1    0.000    0.000    0.000    0.000 _decoders.py:306(TextDecoder)
       15    0.000    0.000    0.000    0.000 enum.py:986(_find_data_repr_)
    57/50    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.001    0.001 request.py:370(_parse)
        1    0.000    0.000    0.000    0.000 http11.py:152(_send_request_body)
        2    0.000    0.000    0.000    0.000 base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
       57    0.000    0.000    0.000    0.000 dataclasses.py:309(__init__)
        1    0.000    0.000    0.000    0.000 _models.py:961(close)
       14    0.000    0.000    0.000    0.000 inspect.py:1841(getattr_static)
       33    0.000    0.000    0.000    0.000 _connection.py:224(their_state)
        1    0.000    0.000    0.004    0.004 _urls.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _urlparse.py:200(__str__)
        1    0.000    0.000    0.000    0.000 connection.py:170(close)
       45    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        3    0.000    0.000    0.000    0.000 typing_extensions.py:709(__init_subclass__)
        3    0.000    0.000    0.000    0.000 sync.py:130(write)
       74    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
        2    0.000    0.000    0.000    0.000 _models.py:371(__init__)
        1    0.000    0.000    0.001    0.001 charset.py:1(<module>)
        7    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
        2    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
       98    0.000    0.000    0.000    0.000 dataclasses.py:691(_is_initvar)
        1    0.000    0.000    0.000    0.000 _writers.py:1(<module>)
        1    0.000    0.000    0.001    0.001 parse.py:1099(_splittype)
        1    0.000    0.000    0.003    0.003 _htmlparser.py:1(<module>)
        8    0.000    0.000    0.000    0.000 __init__.py:219(finditer)
        1    0.000    0.000    0.000    0.000 _client.py:188(BaseClient)
       10    0.000    0.000    0.000    0.000 inspect.py:2826(__str__)
       61    0.000    0.000    0.000    0.000 <frozen os>:732(__iter__)
        1    0.000    0.000    0.000    0.000 streams.py:1(<module>)
        5    0.000    0.000    0.001    0.000 default.py:125(__iter__)
        5    0.000    0.000    0.000    0.000 _receivebuffer.py:67(_extract)
        2    0.000    0.000    0.000    0.000 typing.py:2214(get_type_hints)
       40    0.000    0.000    0.000    0.000 _exceptions.py:7(map_exceptions)
        1    0.000    0.000    0.000    0.000 _client.py:340(build_request)
       29    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
       10    0.000    0.000    0.000    0.000 _state.py:299(_fire_event_triggered_transitions)
        6    0.000    0.000    0.000    0.000 request.py:397(add_header)
       86    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
       23    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
        2    0.000    0.000    0.000    0.000 sync.py:173(get_extra_info)
        1    0.000    0.000    0.000    0.000 _writers.py:36(write_request)
        8    0.000    0.000    0.000    0.000 _receivebuffer.py:77(maybe_extract_at_most)
        3    0.000    0.000    0.000    0.000 _models.py:281(origin)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        2    0.000    0.000    0.003    0.002 readers.py:1(<module>)
       60    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 _config.py:1(<module>)
       14    0.000    0.000    0.001    0.000 dataclasses.py:661(_cmp_fn)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _models.py:1084(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:1(<module>)
       10    0.000    0.000    0.000    0.000 typing.py:1221(__instancecheck__)
        3    0.000    0.000    0.000    0.000 connection_pool.py:341(_close_connections)
       54    0.000    0.000    0.000    0.000 typing.py:971(__hash__)
        1    0.000    0.000    0.000    0.000 base64mime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:826(Path)
        8    0.000    0.000    0.000    0.000 _models.py:195(raw)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
        1    0.000    0.000    0.531    0.531 _client.py:879(send)
       59    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 _models.py:346(__contains__)
       27    0.000    0.000    0.000    0.000 _models.py:74(_normalize_header_value)
        1    0.000    0.000    0.000    0.000 events.py:211(AbstractEventLoop)
       16    0.000    0.000    0.000    0.000 css_parser.py:459(__init__)
        1    0.000    0.000    0.000    0.000 client.py:817(HTTPConnection)
        1    0.000    0.000    0.001    0.001 sslproto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:297(request_host)
        2    0.000    0.000    0.000    0.000 _events.py:337(__init__)
        1    0.000    0.000    0.001    0.001 sync.py:1(<module>)
     10/8    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1287(create_module)
        1    0.000    0.000    0.000    0.000 models.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _connection.py:93(_body_framing)
        1    0.000    0.000    0.000    0.000 css_parser.py:681(parse_pseudo_nth)
        1    0.000    0.000    0.000    0.000 asgi.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:585(__new__)
        2    0.000    0.000    0.000    0.000 _typedattr.py:25(__init_subclass__)
        2    0.000    0.000    0.000    0.000 _utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1569(_IPv4Constants)
       27    0.000    0.000    0.000    0.000 _models.py:67(_normalize_header_key)
        1    0.000    0.000    0.000    0.000 http11.py:344(close)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7b0264ecd6c0}
        2    0.000    0.000    0.000    0.000 functools.py:798(singledispatch)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
      114    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
       32    0.000    0.000    0.000    0.000 dataclasses.py:549(_init_param)
      7/3    0.000    0.000    0.000    0.000 typing.py:1420(__repr__)
        2    0.000    0.000    0.000    0.000 mock.py:1(<module>)
       20    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
        5    0.000    0.000    0.000    0.000 _receivebuffer.py:53(__iadd__)
       60    0.000    0.000    0.000    0.000 <frozen os>:795(decode)
        1    0.000    0.000    0.000    0.000 socket.py:497(_real_close)
        1    0.000    0.000    0.000    0.000 _client.py:546(_redirect_headers)
        8    0.000    0.000    0.001    0.000 inspect.py:3077(from_callable)
        5    0.000    0.000    0.001    0.000 connection_pool.py:401(__iter__)
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
        8    0.000    0.000    0.000    0.000 typing.py:1869(__init__)
       21    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        3    0.000    0.000    0.000    0.000 _urlparse.py:348(encode_host)
       15    0.000    0.000    0.000    0.000 _util.py:108(__new__)
       13    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
       30    0.000    0.000    0.000    0.000 _policybase.py:313(header_store_parse)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1885(_split_scope_id)
        1    0.000    0.000    0.000    0.000 _models.py:516(__init__)
       98    0.000    0.000    0.000    0.000 dataclasses.py:697(_is_kw_only)
        2    0.000    0.000    0.011    0.005 typing_extensions.py:2888(__call__)
       10    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.002    0.002 socket.py:959(getaddrinfo)
        2    0.000    0.000    0.000    0.000 _urlparse.py:167(authority)
       44    0.000    0.000    0.000    0.000 dataclasses.py:643(<genexpr>)
        1    0.000    0.000    0.000    0.000 subprocess.py:749(Popen)
        1    0.000    0.000    0.054    0.054 _client.py:639(__init__)
        1    0.000    0.000    0.000    0.000 _client.py:594(Client)
        1    0.000    0.000    0.002    0.002 core.py:21(where)
        2    0.000    0.000    0.000    0.000 functools.py:816(dispatch)
        1    0.000    0.000    0.000    0.000 pathlib.py:291(PurePath)
       37    0.000    0.000    0.000    0.000 dataclasses.py:477(_field_assign)
        3    0.000    0.000    0.000    0.000 http11.py:163(_send_event)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:507(detach)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:438(_is_dunder)
        1    0.000    0.000    0.000    0.000 _synchronization.py:700(ResourceGuard)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.001    0.001 __init__.py:71(search_function)
        1    0.000    0.000    0.000    0.000 tempfile.py:824(SpooledTemporaryFile)
        8    0.000    0.000    0.001    0.000 inspect.py:3339(signature)
        1    0.000    0.000    0.012    0.012 feedparser.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pathlib.py:551(drive)
       39    0.000    0.000    0.000    0.000 typing.py:494(__repr__)
        1    0.000    0.000    0.011    0.011 _policybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _client.py:1307(AsyncClient)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:940(pop)
       10    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1295(exec_module)
        3    0.000    0.000    0.000    0.000 typing.py:381(decorator)
        2    0.000    0.000    0.000    0.000 _urls.py:374(__str__)
        1    0.000    0.000    0.000    0.000 tasks.py:83(Task)
        1    0.000    0.000    0.001    0.001 timeouts.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pathlib.py:407(_load_parts)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        8    0.000    0.000    0.000    0.000 <string>:2(__eq__)
       10    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
       76    0.000    0.000    0.000    0.000 dataclasses.py:432(<genexpr>)
        1    0.000    0.000    0.000    0.000 _client.py:1293(__exit__)
